
Retention Time	Intensity
24.3037528991699	1585.20849609375
24.3101215362549	1578.73901367188
24.3145008087158	1574.29040527344
24.3188800811768	1569.841796875
24.3232593536377	1565.39318847656
24.3276386260986	3942.59204101563
24.3320178985596	1556.49597167969
24.3363971710205	1552.04736328125
24.3410377502441	1547.33325195313
24.3479824066162	1540.27868652344
24.3523616790771	1535.830078125
24.3605442047119	1527.51794433594
24.3667907714844	1521.17248535156
24.3711700439453	1516.72387695313
24.3755493164063	1512.27526855469
24.3799285888672	1507.82666015625
24.3843078613281	1503.37805175781
24.3886852264404	1498.93139648438
24.3930644989014	1494.48278808594
24.3974437713623	1490.0341796875
24.4018249511719	1485.58361816406
24.4062023162842	1481.13684082031
24.4105815887451	1476.68823242188
24.4149608612061	1472.23962402344
24.419340133667	1467.791015625
24.4237194061279	1463.34240722656
24.4297885894775	1457.17712402344
24.4341678619385	3443.10424804688
24.4385452270508	1448.28186035156
24.442928314209	1443.82934570313
24.4476222991943	1439.06103515625
24.4520492553711	1434.56396484375
24.4567108154297	1429.82861328125
24.4611377716064	1425.33154296875
24.4705009460449	1415.82019042969
24.476879119873	1409.34094238281
24.4907321929932	1395.2685546875
24.4967937469482	1389.11096191406
24.5011730194092	1384.66235351563
24.5096244812012	1376.0771484375
24.5161590576172	1369.43908691406
24.5205383300781	1364.99047851563
24.5338287353516	1351.48962402344
24.5407638549805	1344.44470214844
24.5451431274414	1339.99609375
24.5495223999023	1335.54748535156
24.5539016723633	2464.28515625
24.5582809448242	1326.65026855469
24.5626602172852	1322.20153808594
24.5670394897461	1317.7529296875
24.571418762207	1313.30432128906
24.5757999420166	1308.85375976563
24.5801792144775	1304.40515136719
24.5845584869385	1299.95654296875
24.5889377593994	3549.9375
24.5946407318115	1289.71472167969
24.5990200042725	1285.26611328125
24.6033992767334	1280.81750488281
24.6077785491943	1276.36889648438
24.6121578216553	1271.92016601563
24.6168537139893	1267.15002441406
24.6212787628174	1262.65490722656
24.6259307861328	1257.92919921875
24.6303100585938	2001.53393554688
24.6346893310547	1249.03198242188
24.6390686035156	1244.58337402344
24.6434478759766	1240.134765625
24.6478252410889	1235.68811035156
24.6522045135498	1231.23937988281
24.6565837860107	1226.79077148438
24.6609630584717	1222.34216308594
24.6653423309326	1217.8935546875
24.6697216033936	1213.44494628906
24.6823635101318	1200.60290527344
24.6886692047119	1194.19738769531
24.6930484771729	1189.74877929688
24.6974296569824	1185.29821777344
24.7018089294434	1180.849609375
24.7061882019043	1176.40087890625
24.7105674743652	1171.95239257813
24.7149467468262	1167.50366210938
24.7193260192871	1163.05505371094
24.723705291748	1158.6064453125
24.728084564209	1154.15783691406
24.7324638366699	1149.70922851563
24.7368412017822	1145.26257324219
24.7412204742432	1140.81396484375
24.7455997467041	1136.36535644531
24.7503223419189	1131.56799316406
24.7547492980957	1127.07092285156
24.7686519622803	1112.94812011719
24.7758274078369	1105.65905761719
24.7850875854492	1096.25231933594
24.7908725738525	1090.37561035156
24.7952518463135	1085.92700195313
24.7996311187744	1081.47839355469
24.8040103912354	1077.02978515625
24.8083896636963	1072.58117675781
24.8127689361572	1068.13256835938
24.8171482086182	1063.68395996094
24.8215274810791	1059.2353515625
24.82590675354	1054.78674316406
24.8302841186523	1050.34008789063
24.8346633911133	1045.89147949219
24.8390426635742	1041.44274902344
24.8448905944824	1035.50231933594
24.8492698669434	1031.0537109375
24.8536491394043	1026.60510253906
24.8616008758545	1018.01666259766
24.8688659667969	1009.3740234375
24.8732452392578	1004.16436767578
24.8779392242432	998.580383300781
24.8823661804199	993.314025878906
24.8870258331299	987.770874023438
24.8916091918945	982.318420410156
24.8962879180908	976.752563476563
24.9006786346436	971.529357910156
24.9050579071045	966.319702148438
24.9094371795654	961.110107421875
24.9138164520264	955.900451660156
24.9183807373047	950.470764160156
24.9229621887207	945.020568847656
24.9297046661377	936.999694824219
24.9341316223145	931.733337402344
24.9389572143555	925.992736816406
24.9433822631836	920.728637695313
24.9480323791504	915.196838378906
24.9524745941162	909.912353515625
24.9571056365967	904.403198242188
24.9615478515625	899.118713378906
24.9663677215576	893.384948730469
24.9707946777344	888.118591308594
24.9754524230957	882.57763671875
24.9798793792725	877.311340332031
24.9845352172852	871.772705078125
24.9889678955078	866.49951171875
24.9936237335205	1872.40063476563
24.998218536377	855.494873046875
25.0028858184814	849.942626953125
25.0073108673096	844.678527832031
25.0239448547363	824.890563964844
25.0303153991699	817.312133789063
25.0394706726074	806.4208984375
25.0458278656006	798.858337402344
25.0502548217773	793.591979980469
25.0549125671387	788.051086425781
25.0640697479248	777.157592773438
25.0704326629639	769.588195800781
25.074857711792	764.324096679688
25.0795288085938	758.767333984375
25.0839557647705	753.5009765625
25.088773727417	747.769470214844
25.0931911468506	742.514465332031
25.1003112792969	734.044250488281
25.1046924591064	2454.63891601563
25.1090717315674	723.622741699219
25.1134490966797	718.415405273438
25.1178283691406	713.205749511719
25.1222076416016	707.996154785156
25.1265869140625	702.786499023438
25.1309661865234	697.576904296875
25.1353454589844	692.367248535156
25.1397247314453	687.157653808594
25.1441040039063	681.947998046875
25.152006149292	672.547546386719
25.1584568023682	664.873779296875
25.1661071777344	655.772766113281
25.1727924346924	647.819946289063
25.1788063049316	640.665771484375
25.1831855773926	635.456115722656
25.1875648498535	630.246520996094
25.1919422149658	625.039184570313
25.1966571807861	619.43017578125
25.2010841369629	614.163818359375
25.2059230804443	608.407348632813
25.2103481292725	603.143310546875
25.2150173187256	597.588745117188
25.2193965911865	592.379150390625
25.2241153717041	586.765625
25.2332725524902	575.872131347656
25.2396278381348	568.311828613281
25.2535152435303	551.791259765625
25.259895324707	544.201416015625
25.2670593261719	535.679077148438
25.2714862823486	530.412719726563
25.2763004302979	524.685729980469
25.2807388305664	519.405822753906
25.2855625152588	513.66748046875
25.2899894714355	508.401153564453
